DATE ADDED TO CATALOG,PUBMEDID,FIRST AUTHOR,DATE,JOURNAL,LINK,STUDY,DISEASE/TRAIT,INITIAL SAMPLE SIZE,REPLICATION SAMPLE SIZE,REGION,CHR_ID,CHR_POS,REPORTED GENE(S),MAPPED_GENE,UPSTREAM_GENE_ID,DOWNSTREAM_GENE_ID,SNP_GENE_IDS,UPSTREAM_GENE_DISTANCE,DOWNSTREAM_GENE_DISTANCE,STRONGEST SNP-RISK ALLELE,SNPS,MERGED,SNP_ID_CURRENT,CONTEXT,INTERGENIC,RISK ALLELE FREQUENCY,P-VALUE,PVALUE_MLOG,P-VALUE (TEXT),OR or BETA,95% CI (TEXT),PLATFORM [SNPS PASSING QC],CNV
2/1/19,30573740,Yap CX,12/20/18,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/30573740,Dissection of genetic variation and evidence for pleiotropy in male pattern baldness.,Male-pattern baldness,"205,327 European ancestry males",NA,Xq13.2,X,74335104,intergenic,ZCCHC13 - AC004386.2,ENSG00000187969,ENSG00000226515,,30070,7609,rs631276-A,rs631276,0,631276,intergenic_variant,1,0.413984,3.00E-09,8.522878745,,0.0132182,[0.0089-0.0176] unit decrease,NR [19129689] (imputed),N
2/1/19,30573740,Yap CX,12/20/18,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/30573740,Dissection of genetic variation and evidence for pleiotropy in male pattern baldness.,Male-pattern baldness,"205,327 European ancestry males",NA,Xp22.33,X,3422232,intergenic,ASS1P4 - SNORA48B,ENSG00000213487,ENSG00000212214,,53850,109885,rs6567508-C,rs6567508,0,6567508,intergenic_variant,1,0.341894,1.00E-15,15,,0.0185395,[0.014-0.023] unit decrease,NR [19129689] (imputed),N
2/1/19,30573740,Yap CX,12/20/18,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/30573740,Dissection of genetic variation and evidence for pleiotropy in male pattern baldness.,Male-pattern baldness,"205,327 European ancestry males",NA,Xq13.1,X,69681893,EDA,EDA,,,ENSG00000158813,,,rs7065712-A,rs7065712,0,7065712,intron_variant,0,0.365471,1.00E-15,15,,0.018204,[0.014-0.023] unit decrease,NR [19129689] (imputed),N
2/1/19,30573740,Yap CX,12/20/18,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/30573740,Dissection of genetic variation and evidence for pleiotropy in male pattern baldness.,Male-pattern baldness,"205,327 European ancestry males",NA,Xq11.1,X,63454351,intergenic,LINC01278,,,ENSG00000235437,,,rs73225255-T,rs73225255,0,73225255,intron_variant,0,0.0382999,3.00E-20,19.52287875,,0.0534357,[0.042-0.065] unit increase,NR [19129689] (imputed),N
11/18/19,31420334,Lindstrom S,8/16/19,Blood,www.ncbi.nlm.nih.gov/pubmed/31420334,Genomic and Transcriptomic Association Studies Identify 16 Novel Susceptibility Loci for Venous Thromboembolism.,Venous thromboembolism,"29,435 European ancestry cases, 157,769 European ancestry controls",NA,Xp11.4,X,39850941,NR,AL592164.1 - RPS11P7,ENSG00000261435,ENSG00000214047,,2583,14483,rs3002416-?,rs3002416,0,3002416,intergenic_variant,1,NR,2.00E-07,6.698970004,,0.055,[0.034-0.076] unit decrease,"Affymetrix, Illumina [12923718] (imputed)",N
11/18/19,31420334,Lindstrom S,8/16/19,Blood,www.ncbi.nlm.nih.gov/pubmed/31420334,Genomic and Transcriptomic Association Studies Identify 16 Novel Susceptibility Loci for Venous Thromboembolism.,Venous thromboembolism,"29,435 European ancestry cases, 157,769 European ancestry controls",NA,Xq27.1,X,139551121,NR,F9,,,ENSG00000101981,,,rs6048-?,rs6048,0,6048,missense_variant,0,NR,8.00E-08,7.096910013,,0.059,[0.037-0.081] unit increase,"Affymetrix, Illumina [12923718] (imputed)",N
11/18/19,31420334,Lindstrom S,8/16/19,Blood,www.ncbi.nlm.nih.gov/pubmed/31420334,Genomic and Transcriptomic Association Studies Identify 16 Novel Susceptibility Loci for Venous Thromboembolism.,Venous thromboembolism,"29,435 European ancestry cases, 157,769 European ancestry controls",NA,Xq28,X,154930010,NR,F8,,,ENSG00000185010,,,rs1800291-?,rs1800291,0,1800291,missense_variant,0,NR,3.00E-07,6.522878745,,0.0704,[0.044-0.097] unit decrease,"Affymetrix, Illumina [12923718] (imputed)",N
11/18/19,31420334,Lindstrom S,8/16/19,Blood,www.ncbi.nlm.nih.gov/pubmed/31420334,Genomic and Transcriptomic Association Studies Identify 16 Novel Susceptibility Loci for Venous Thromboembolism.,Venous thromboembolism,"29,435 European ancestry cases, 157,769 European ancestry controls",NA,Xq28,X,155051368,NR,FUNDC2,,,ENSG00000165775,,,rs17328181-?,rs17328181,0,17328181,non_coding_transcript_exon_variant,0,NR,2.00E-07,6.698970004,,0.0752,[0.047-0.103] unit increase,"Affymetrix, Illumina [12923718] (imputed)",N
11/18/19,31420334,Lindstrom S,8/16/19,Blood,www.ncbi.nlm.nih.gov/pubmed/31420334,Genomic and Transcriptomic Association Studies Identify 16 Novel Susceptibility Loci for Venous Thromboembolism.,Venous thromboembolism,"29,435 European ancestry cases, 157,769 European ancestry controls",NA,Xq28,X,155195893,NR,BX293995.1 - VBP1,ENSG00000235991,ENSG00000155959,,39390,1114,rs143478537-?,rs143478537,0,143478537,intergenic_variant,1,NR,9.00E-08,7.045757491,,0.0778,[0.049-0.106] unit decrease,"Affymetrix, Illumina [12923718] (imputed)",N
11/18/19,31420334,Lindstrom S,8/16/19,Blood,www.ncbi.nlm.nih.gov/pubmed/31420334,Genomic and Transcriptomic Association Studies Identify 16 Novel Susceptibility Loci for Venous Thromboembolism.,Venous thromboembolism,"29,435 European ancestry cases, 157,769 European ancestry controls",NA,Xq28,X,155390840,NR,F8A2 - F8A3,ENSG00000274791,ENSG00000277150,,7610,66074,rs28802027-?,rs28802027,0,28802027,intergenic_variant,1,NR,3.00E-07,6.522878745,,0.0748,[0.046-0.104] unit decrease,"Affymetrix, Illumina [12923718] (imputed)",N
11/18/19,31420334,Lindstrom S,8/16/19,Blood,www.ncbi.nlm.nih.gov/pubmed/31420334,Genomic and Transcriptomic Association Studies Identify 16 Novel Susceptibility Loci for Venous Thromboembolism.,Venous thromboembolism,"29,435 European ancestry cases, 157,769 European ancestry controls",NA,Xq28,X,155595482,NR,"TMLHE, TMLHE-AS1",,,"ENSG00000185973, ENSG00000224533",,,rs147751295-?,rs147751295,0,147751295,intron_variant,0,NR,3.00E-07,6.522878745,,0.0756,[0.047-0.105] unit decrease,"Affymetrix, Illumina [12923718] (imputed)",N
11/18/19,31420334,Lindstrom S,8/16/19,Blood,www.ncbi.nlm.nih.gov/pubmed/31420334,Genomic and Transcriptomic Association Studies Identify 16 Novel Susceptibility Loci for Venous Thromboembolism.,Venous thromboembolism,"29,435 European ancestry cases, 799 African American cases, 157,769 European ancestry controls, 14,353 African American controls",NA,Xq28,X,155195893,F8,BX293995.1 - VBP1,ENSG00000235991,ENSG00000155959,,39390,1114,rs143478537-G,rs143478537,0,143478537,intergenic_variant,1,NR,3.00E-08,7.522878745,,1.08,[1.05-1.11],"Affymetrix, Illumina [12923718] (imputed)",N
10/16/19,31562340,Akiyama M,9/27/19,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/31562340,Characterizing rare and low-frequency height-associated variants in the Japanese population.,Height,"159,095 Japanese ancestry individuals","32,692 Japanese ancestry individuals",Xp11.21,X,57322090,FAAH2,FAAH2,,,ENSG00000165591,,,rs7058676-?,rs7058676,0,7058676,intron_variant,0,NR,2.00E-29,28.69897,,0.03290996,[0.027-0.039] unit decrease,Illumina [27896057] (imputed),N
10/16/19,31562340,Akiyama M,9/27/19,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/31562340,Characterizing rare and low-frequency height-associated variants in the Japanese population.,Height,"159,095 Japanese ancestry individuals","32,692 Japanese ancestry individuals",Xq26.3,X,134549560,LINC00629,MIR424 - LINC00629,ENSG00000284231,ENSG00000227060,,2849,210,rs7065171-?,rs7065171,0,7065171,regulatory_region_variant,1,NR,1.00E-14,14,,0.02647431,[0.02-0.033] unit increase,Illumina [27896057] (imputed),N
11/26/19,31676865,Klarin D,11/1/19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/31676865,Genome-wide association analysis of venous thromboembolism identifies new risk loci and genetic overlap with arterial vascular disease.,Venous thromboembolism,"23,151 European ancestry cases, 553,439 European ancestry controls, 2,261 African American cases, 49,400 African American controls, 654 Hispanic cases, 21,214 Hispanic controls","17,672 cases, 167,295 controls",Xq28,X,155104381,BRCC3,"MTCP1, BRCC3",,,"ENSG00000214827, ENSG00000185515",,,rs7051718-T,rs7051718,0,7051718,intron_variant,0,0.7507,4.00E-12,11.39794001,,1.07,[1.05-1.08],Affymetrix [up to 34000000] (imputed),N
11/26/19,31676865,Klarin D,11/1/19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/31676865,Genome-wide association analysis of venous thromboembolism identifies new risk loci and genetic overlap with arterial vascular disease.,Venous thromboembolism,"23,151 European ancestry cases, 553,439 European ancestry controls, 2,261 African American cases, 49,400 African American controls, 654 Hispanic cases, 21,214 Hispanic controls","17,672 cases, 167,295 controls",Xq27.1,X,139551121,F9,F9,,,ENSG00000101981,,,rs6048-A,rs6048,0,6048,missense_variant,0,0.716,3.00E-17,16.52287875,,1.07,[1.05-1.09],Affymetrix [up to 34000000] (imputed),N
11/26/19,31676865,Klarin D,11/1/19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/31676865,Genome-wide association analysis of venous thromboembolism identifies new risk loci and genetic overlap with arterial vascular disease.,Venous thromboembolism,"23,151 European ancestry cases, 553,439 European ancestry controls, 2,261 African American cases, 49,400 African American controls, 654 Hispanic cases, 21,214 Hispanic controls","17,672 cases, 167,295 controls",Xp11.4,X,39849470,BCOR,AL592164.1 - RPS11P7,ENSG00000261435,ENSG00000214047,,1112,15954,rs3002417-T,rs3002417,0,3002417,regulatory_region_variant,1,0.5281,2.00E-13,12.69897,,1.06,[1.04-1.08],Affymetrix [up to 34000000] (imputed),N
5/28/20,32231278,Hysi PG,3/30/20,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/32231278,"Meta-analysis of 542,934 subjects of European ancestry identifies new genes and mechanisms predisposing to refractive error and myopia.",Refractive error,"542,934 European ancestry individuals",NA,Xp22.31,X,9334620,TBL1X,FAM9B - AC073488.1,ENSG00000177138,ENSG00000232111,,38938,68131,rs34437079-?,rs34437079,0,34437079,intergenic_variant,1,,2.00E-18,17.69897,,,,"Affymetrix, Illumina [NR] (imputed)",N
5/28/20,32231278,Hysi PG,3/30/20,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/32231278,"Meta-analysis of 542,934 subjects of European ancestry identifies new genes and mechanisms predisposing to refractive error and myopia.",Refractive error,"542,934 European ancestry individuals",NA,Xp22.2,X,16869874,RBBP7,RBBP7,,,ENSG00000102054,,,rs113369180-?,rs113369180,0,113369180,5_prime_UTR_variant,0,,1.00E-08,8,,,,"Affymetrix, Illumina [NR] (imputed)",N
5/28/20,32231278,Hysi PG,3/30/20,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/32231278,"Meta-analysis of 542,934 subjects of European ancestry identifies new genes and mechanisms predisposing to refractive error and myopia.",Refractive error,"542,934 European ancestry individuals",NA,Xp22.12,X,20597131,RPS6KA3,AL807740.1 - AL807742.1,ENSG00000283400,ENSG00000283380,,104782,172587,rs17313971-?,rs17313971,0,17313971,intergenic_variant,1,,3.00E-20,19.52287875,,,,"Affymetrix, Illumina [NR] (imputed)",N
5/28/20,32231278,Hysi PG,3/30/20,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/32231278,"Meta-analysis of 542,934 subjects of European ancestry identifies new genes and mechanisms predisposing to refractive error and myopia.",Refractive error,"542,934 European ancestry individuals",NA,Xp22.11,X,23199178,PTSD1,AC004470.2,,,ENSG00000288546,,,rs6629562-?,rs6629562,0,6629562,intron_variant,0,,1.00E-08,8,,,,"Affymetrix, Illumina [NR] (imputed)",N
5/28/20,32231278,Hysi PG,3/30/20,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/32231278,"Meta-analysis of 542,934 subjects of European ancestry identifies new genes and mechanisms predisposing to refractive error and myopia.",Refractive error,"542,934 European ancestry individuals",NA,Xp11.4,X,39892464,BCOR,RPS11P7 - AL592164.2,ENSG00000214047,ENSG00000285709,,26576,15845,rs10218285-?,rs10218285,0,10218285,regulatory_region_variant,1,,4.00E-14,13.39794001,,,,"Affymetrix, Illumina [NR] (imputed)",N
5/28/20,32231278,Hysi PG,3/30/20,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/32231278,"Meta-analysis of 542,934 subjects of European ancestry identifies new genes and mechanisms predisposing to refractive error and myopia.",Refractive error,"542,934 European ancestry individuals",NA,Xp11.4,X,41343020,DDX3X,DDX3X,,,ENSG00000215301,,,rs6610546-?,rs6610546,0,6610546,non_coding_transcript_exon_variant,0,,5.00E-09,8.301029996,,,,"Affymetrix, Illumina [NR] (imputed)",N
5/28/20,32231278,Hysi PG,3/30/20,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/32231278,"Meta-analysis of 542,934 subjects of European ancestry identifies new genes and mechanisms predisposing to refractive error and myopia.",Refractive error,"542,934 European ancestry individuals",NA,Xp11.23,X,48736743,GLOD5,AC231533.1,,,ENSG00000232828,,,rs113119541-?,rs113119541,0,113119541,intron_variant,0,,1.00E-11,11,,,,"Affymetrix, Illumina [NR] (imputed)",N
5/28/20,32231278,Hysi PG,3/30/20,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/32231278,"Meta-analysis of 542,934 subjects of European ancestry identifies new genes and mechanisms predisposing to refractive error and myopia.",Refractive error,"542,934 European ancestry individuals",NA,Xq13.1,X,70984291,SLC7A3,RPS23P8 - NUTF2P7,ENSG00000230629,ENSG00000229324,,20998,32240,rs7880414-?,rs7880414,0,7880414,intergenic_variant,1,,3.00E-16,15.52287875,,,,"Affymetrix, Illumina [NR] (imputed)",N
5/28/20,32231278,Hysi PG,3/30/20,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/32231278,"Meta-analysis of 542,934 subjects of European ancestry identifies new genes and mechanisms predisposing to refractive error and myopia.",Refractive error,"542,934 European ancestry individuals",NA,Xq21.1,X,81080394,HMGN5,AL391294.1 - HMGN5,ENSG00000284618,ENSG00000198157,,76177,33305,rs73231003-?,rs73231003,0,73231003,intergenic_variant,1,,2.00E-09,8.698970004,,,,"Affymetrix, Illumina [NR] (imputed)",N
5/28/20,32231278,Hysi PG,3/30/20,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/32231278,"Meta-analysis of 542,934 subjects of European ancestry identifies new genes and mechanisms predisposing to refractive error and myopia.",Refractive error,"542,934 European ancestry individuals",NA,Xq26.3,X,137490117,ZIC3,RAC1P4 - AL035443.1,ENSG00000237584,ENSG00000224765,,48281,66074,rs4829885-?,rs4829885,0,4829885,intergenic_variant,1,,2.00E-15,14.69897,,,,"Affymetrix, Illumina [NR] (imputed)",N
5/28/20,32231278,Hysi PG,3/30/20,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/32231278,"Meta-analysis of 542,934 subjects of European ancestry identifies new genes and mechanisms predisposing to refractive error and myopia.",Refractive error,"542,934 European ancestry individuals",NA,Xq28,X,150376412,MAMLD1,MAMLD1,,,ENSG00000013619,,,rs4828621-?,rs4828621,0,4828621,intron_variant,0,,6.00E-11,10.22184875,,,,"Affymetrix, Illumina [NR] (imputed)",N
5/28/20,32231278,Hysi PG,3/30/20,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/32231278,"Meta-analysis of 542,934 subjects of European ancestry identifies new genes and mechanisms predisposing to refractive error and myopia.",Refractive error,"542,934 European ancestry individuals",NA,Xq28,X,154299930,TKTL1,TKTL1,,,ENSG00000007350,,,rs180874045-?,rs180874045,0,180874045,intron_variant,0,,1.00E-08,8,,,,"Affymetrix, Illumina [NR] (imputed)",N
8/21/17,28334935,Raffield LM,5/15/17,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/28334935,Genome-wide association study of iron traits and relation to diabetes in the Hispanic Community Health Study/Study of Latinos (HCHS/SOL): potential genomic intersection of iron and glucose regulation?,Iron status biomarkers (transferrin saturation),"12,589 Hispanic/Latino individuals",NA,Xq28,X,154536002,G6PD,G6PD,,,ENSG00000160211,,,rs1050828-C,rs1050828,0,1050828,missense_variant,0,NR,4.00E-07,6.397940009,,0.21441,[0.13-0.3] unit decrease,Illumina [27700000] (imputed),N
8/21/17,28334935,Raffield LM,5/15/17,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/28334935,Genome-wide association study of iron traits and relation to diabetes in the Hispanic Community Health Study/Study of Latinos (HCHS/SOL): potential genomic intersection of iron and glucose regulation?,Iron status biomarkers (transferrin saturation),"12,589 Hispanic/Latino individuals",NA,Xq28,X,154677735,GAB3,GAB3,,,ENSG00000160219,,,rs141555380-C,rs141555380,0,141555380,3_prime_UTR_variant,0,NR,8.00E-07,6.096910013,,0.19297,[0.12-0.27] unit decrease,Illumina [27700000] (imputed),N
8/21/17,28334935,Raffield LM,5/15/17,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/28334935,Genome-wide association study of iron traits and relation to diabetes in the Hispanic Community Health Study/Study of Latinos (HCHS/SOL): potential genomic intersection of iron and glucose regulation?,Iron status biomarkers (transferrin saturation),"12,589 Hispanic/Latino individuals",NA,Xq28,X,155675419,SPRY3,TMLHE - SPRY3,ENSG00000185973,ENSG00000168939,,5475,92393,rs17052130-T,rs17052130,0,17052130,intergenic_variant,1,NR,8.00E-07,6.096910013,,0.19254,[0.12-0.27] unit decrease,Illumina [27700000] (imputed),N
2/14/19,29507422,Hoffmann TJ,3/5/18,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/29507422,A large electronic-health-record-based genome-wide study of serum lipids.,High density lipoprotein cholesterol levels,"76,627 European ancestry individuals, 7,795 Hispanic individuals, 6,855 East Asian ancestry individuals, 2,958 African American individuals, 439 South Asian ancestry individuals",NA,Xp22.2,X,14841981,NR,FANCB,,,ENSG00000181544,,,rs138331350-G,rs138331350,0,138331350,intron_variant,0,0.942,3.00E-11,10.52287875,(EA),0.048,unit decrease,Affymetrix [at least 7091467] (imputed),N
2/14/19,29507422,Hoffmann TJ,3/5/18,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/29507422,A large electronic-health-record-based genome-wide study of serum lipids.,High density lipoprotein cholesterol levels,"76,627 European ancestry individuals, 7,795 Hispanic individuals, 6,855 East Asian ancestry individuals, 2,958 African American individuals, 439 South Asian ancestry individuals",NA,Xp22.2,X,14841981,NR,FANCB,,,ENSG00000181544,,,rs138331350-G,rs138331350,0,138331350,intron_variant,0,NR,1.00E-12,12,,0.049,unit decrease,Affymetrix [at least 7091467] (imputed),N
11/20/17,28753643,Yeo A,7/28/17,PLoS One,www.ncbi.nlm.nih.gov/pubmed/28753643,"Pharmacogenetic meta-analysis of baseline risk factors, pharmacodynamic, efficacy and tolerability endpoints from two large global cardiovascular outcomes trials for darapladib.",Diarrhoea in darapladib-treated cardiovascular disease (time to event),481 European ancestry cases,NA,Xq26.1,X,129601222,intergenic,OCRL - APLN,ENSG00000122126,ENSG00000171388,,8661,44037,rs16999497-C,rs16999497,0,16999497,regulatory_region_variant,1,0.0385,6.00E-09,8.22184875,,4.08,[2.56-6.67],"Affymetrix, Illumina [9334585] (imputed)",N
7/16/18,29358691,Bonas-Guarch S,1/22/18,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/29358691,Re-analysis of public genetic data reveals a rare X-chromosomal variant associated with type 2 diabetes.,Type 2 diabetes,"5,277 European ancestry cases, 15,702 European ancestry controls","9,253 European ancestry cases and controls, 3,490 Hispanic case and controls, 174,532 cases and controls",Xq23,X,116277556,AGTR2,AGTR2 - RNU6-154P,ENSG00000180772,ENSG00000207033,,102582,123292,rs146662075-T,rs146662075,0,146662075,intergenic_variant,1,NR,8.00E-09,8.096910013,,1.95,[1.56-2.45],"Affymetrix, Illumina [~ 1000000] (imputed)",N
3/23/18,29364747,Jonsson L,1/1/18,J Dent Res,www.ncbi.nlm.nih.gov/pubmed/29364747,Rare and Common Variants Conferring Risk of Tooth Agenesis.,Tooth agenesis (maxillary lateral incisors),"600 Icelandic ancestry cases, 338,554 Icelandic ancestry controls (includes non-array genotyped, whole-genome imputed individuals)","102 European ancestry cases, 204 European ancestry controls, 32 European and other ancestry cases, 2,696 European and other ancestry controls",Xq13.1,X,69564858,EDA,FAM155B - AL158069.1,ENSG00000130054,ENSG00000228160,,32350,4777,rs55846652-T,rs55846652,0,55846652,regulatory_region_variant,1,0.672,5.00E-12,11.30103,,1.83,[1.54-2.17],Illumina [NR] (imputed),N
1/9/20,23823483,Rhee EP,7/2/13,Cell Metab,www.ncbi.nlm.nih.gov/pubmed/23823483,A genome-wide association study of the human metabolome in a community-based cohort.,Metabolite levels,"2,076 European ancestry individuals",NA,Xq21.32,X,93495167,FAM133A,AL023280.1 - RPL7P55,ENSG00000237381,ENSG00000228301,,105670,78667,rs12844085-?,rs12844085,0,12844085,intergenic_variant,1,NR,2.00E-06,5.698970004,(TAG 54:6),0.22223668,[0.13-0.31] unit decrease,Affymetrix [at least 2500000] (imputed),N
1/9/20,23823483,Rhee EP,7/2/13,Cell Metab,www.ncbi.nlm.nih.gov/pubmed/23823483,A genome-wide association study of the human metabolome in a community-based cohort.,Metabolite levels,"2,076 European ancestry individuals",NA,Xq27.2,X,142030105,MAGEC3,AL031073.2,,,ENSG00000288098,,,rs12689213-?,rs12689213,1,10081890,intron_variant,0,NR,3.00E-06,5.522878745,(TAG 54:7),0.304313,[0.18-0.43] unit decrease,Affymetrix [at least 2500000] (imputed),N
1/9/20,23823483,Rhee EP,7/2/13,Cell Metab,www.ncbi.nlm.nih.gov/pubmed/23823483,A genome-wide association study of the human metabolome in a community-based cohort.,Metabolite levels,"2,076 European ancestry individuals",NA,Xq21.32,X,93495167,FAM133A,AL023280.1 - RPL7P55,ENSG00000237381,ENSG00000228301,,105670,78667,rs12844085-?,rs12844085,0,12844085,intergenic_variant,1,NR,9.00E-06,5.045757491,(TAG 54:7),0.20777242,[0.12-0.3] unit decrease,Affymetrix [at least 2500000] (imputed),N
3/11/14,23945395,Hara K,8/14/13,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/23945395,Genome-wide association study identifies three novel loci for type 2 diabetes.,Type 2 diabetes,"5,976 Japanese ancestry cases, 20,829 Japanese ancestry controls","24,416 East Asian ancestry cases, 13,985 East Asian ancestry controls",Xq28,X,153634467,DUSP9,AF274858.1 - DUSP9,ENSG00000260081,ENSG00000130829,,20530,8025,rs5945326-A,rs5945326,0,5945326,regulatory_region_variant,1,0.68,2.00E-12,11.69897,,1.14,[1.10-1.18],Illumina [6209637] (imputed),N
1/9/20,23823483,Rhee EP,7/2/13,Cell Metab,www.ncbi.nlm.nih.gov/pubmed/23823483,A genome-wide association study of the human metabolome in a community-based cohort.,Metabolite levels,"2,076 European ancestry individuals",NA,Xq24,X,119735627,RPL39,AC005052.1 - SOWAHD,ENSG00000279601,ENSG00000187808,,39568,22961,rs5957227-?,rs5957227,0,5957227,regulatory_region_variant,1,NR,7.00E-06,5.15490196,(TAG 58:10),0.50097513,[0.28-0.72] unit decrease,Affymetrix [at least 2500000] (imputed),N
1/9/20,23823483,Rhee EP,7/2/13,Cell Metab,www.ncbi.nlm.nih.gov/pubmed/23823483,A genome-wide association study of the human metabolome in a community-based cohort.,Metabolite levels,"2,076 European ancestry individuals",NA,Xq27.2,X,142030105,MAGEC3,AL031073.2,,,ENSG00000288098,,,rs12689213-?,rs12689213,1,10081890,intron_variant,0,NR,9.00E-06,5.045757491,(TAG 56:9),0.28981382,[0.16-0.42] unit decrease,Affymetrix [at least 2500000] (imputed),N
8/23/17,23192594,Velez Edwards DR,11/29/12,Hum Genet,www.ncbi.nlm.nih.gov/pubmed/23192594,Gene-environment interactions and obesity traits among postmenopausal African-American and Hispanic women in the Women's Health Initiative SHARe Study.,Waist-to-hip circumference ratio (dietary energy interaction),"8,203 African American females, 3,484 Hispanic females",NA,Xp22.2,X,14932409,"MOSPD2, LOC100128521",MOSPD2 - TPT1P14,ENSG00000130150,ENSG00000235929,,10082,45550,rs5980075-T,rs5980075,0,5980075,intergenic_variant,1,0.47,5.00E-07,6.301029996,(Hispanic),0.04,[0.03-0.06] unit increase,Affymetrix [706791],N
1/9/20,23823483,Rhee EP,7/2/13,Cell Metab,www.ncbi.nlm.nih.gov/pubmed/23823483,A genome-wide association study of the human metabolome in a community-based cohort.,Metabolite levels,"2,076 European ancestry individuals",NA,Xq22.2,X,103487814,TCEAL4,Z69733.1,,,ENSG00000234405,,,rs1180891-?,rs1180891,0,1180891,intron_variant,0,NR,9.00E-06,5.045757491,(hippuric acid),0.8072246,[0.45-1.16] unit decrease,Affymetrix [at least 2500000] (imputed),N
12/14/11,22064162,Edwards AC,11/5/11,Psychiatr Genet,www.ncbi.nlm.nih.gov/pubmed/22064162,Genome-wide association study of comorbid depressive syndrome and alcohol dependence.,Depression and alcohol dependence,"467 European ancestry cases, 407 European ancestry controls",NA,Xq21.1,X,83699482,intergenic,AL121882.1 - TERF1P4,ENSG00000236870,ENSG00000215102,,139170,49343,rs5968205-?,rs5968205,0,5968205,intergenic_variant,1,NR,3.00E-06,5.522878745,,2.2,[1.58-3.07],Illumina [876476],N
12/14/11,22064162,Edwards AC,11/5/11,Psychiatr Genet,www.ncbi.nlm.nih.gov/pubmed/22064162,Genome-wide association study of comorbid depressive syndrome and alcohol dependence.,Depression and alcohol dependence,"467 European ancestry cases, 407 European ancestry controls",NA,Xq21.1,X,83616187,intergenic,AL121882.1 - TERF1P4,ENSG00000236870,ENSG00000215102,,55875,132638,rs5922838-?,rs5922838,0,5922838,intergenic_variant,1,NR,5.00E-06,5.301029996,,2.17,[1.55-3.02],Illumina [876476],N
1/9/20,23823483,Rhee EP,7/2/13,Cell Metab,www.ncbi.nlm.nih.gov/pubmed/23823483,A genome-wide association study of the human metabolome in a community-based cohort.,Metabolite levels,"2,076 European ancestry individuals",NA,Xq21.32,X,94190938,NAP1L3,AL022149.1 - AL390840.1,ENSG00000202410,ENSG00000227521,,12832,128100,rs808764-?,rs808764,0,808764,intergenic_variant,1,NR,8.00E-06,5.096910013,(serine),1.1408733,[0.64-1.64] unit increase,Affymetrix [at least 2500000] (imputed),N
1/9/20,23823483,Rhee EP,7/2/13,Cell Metab,www.ncbi.nlm.nih.gov/pubmed/23823483,A genome-wide association study of the human metabolome in a community-based cohort.,Metabolite levels,"2,076 European ancestry individuals",NA,Xp22.2,X,15292949,ASB9,ASB11,,,ENSG00000165192,,,rs6653931-?,rs6653931,0,6653931,intron_variant,0,NR,6.00E-06,5.22184875,(serotonin),0.17828451,[0.1-0.26] unit decrease,Affymetrix [at least 2500000] (imputed),N
1/9/20,23823483,Rhee EP,7/2/13,Cell Metab,www.ncbi.nlm.nih.gov/pubmed/23823483,A genome-wide association study of the human metabolome in a community-based cohort.,Metabolite levels,"2,076 European ancestry individuals",NA,Xp22.32,X,4771769,NLGN4X,AC074035.1 - MTND6P12,ENSG00000236513,ENSG00000235039,,138197,397149,rs5961524-?,rs5961524,0,5961524,intergenic_variant,1,NR,2.00E-07,6.698970004,(SM 22:0),0.1531356,[0.095-0.211] unit decrease,Affymetrix [at least 2500000] (imputed),N
1/9/20,23823483,Rhee EP,7/2/13,Cell Metab,www.ncbi.nlm.nih.gov/pubmed/23823483,A genome-wide association study of the human metabolome in a community-based cohort.,Metabolite levels,"2,076 European ancestry individuals",NA,Xq27.1,X,139549056,MCF2,F9,,,ENSG00000101981,,,rs374988-?,rs374988,0,374988,intron_variant,0,NR,4.00E-06,5.397940009,(SM 24:0),0.38564253,[0.22-0.55] unit decrease,Affymetrix [at least 2500000] (imputed),N
